Series,Part Number,Name,USD Catalogue,USD Price,CAD Catalogue,CAD Price,Categories,Arm Type,Base Type,Back Material,Back Height,Tilter Prop,Images
Marche,8624,"Side Chair, Closed Wood Back",GUS,1595,GLS,913,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Marche,8624S30,"Bar Stool, Closed Wood Back",GUS,1182,GLS,1217,Stools,With Arms,    ,    ,    ,    ,TRUE
Duet,6720,"Task Chair, Polypropylene Seat & Back, Pedestal Base",GUS,1536,GLS,579,Pedestal,With Arms,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Duet,6720TR,"Task Chair with Right Tablet, Polypropylene Seat & Back",GUS,610,GLS,872,Task Seating,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Duet,6720TL,"Task Chair with Left Tablet, Polypropylene Seat & Back, Pedestal Base",,,GLS,872,Pedestal,With Arms,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Duet,6721,"Armless Task Chair, Polypropylene Seat & Back ",GUS,468,GLS,501,Task Seating,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6721TR,"Armless Task Chair with Right Tablet, Polypropylene Seat & Back",GUS,468,GLS,798,Task Seating,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6721TL,"Armless Task Chair with Left Tablet, Polypropylene Seat & Back",,,GLS,798,Task Seating,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6722,"Task Chair, Upholstered Seat & Polypropylene Back",GUS,671,GLS,675,Task Seating,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6722TR,"Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back",GUS,671,GLS,970,Task Seating,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6722TL,"Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back ",GUS,1336,GLS,970,Task Seating,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6723,"Armless Task Chair, Upholstered Seat & Polypropylene Back",GUS,549,GLS,602,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6723TR,"Armless Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back",GUS,549,GLS,898,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6723TL,"Armless Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back",GUS,965,GLS,898,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6727,"Task Chair, Upholstered Seat & Back",GUS,965,GLS,731,Task Seating,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6727TR,"Task Chair with Right Tablet, Upholstered Seat & Back",GUS,765,GLS,1024,Task Seating,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6727TL,"Task Chair with Left Tablet, Upholstered Seat & Back",GUS,1469,GLS,1024,Task Seating,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6728,"Armless Task Chair, Upholstered Seat & Back",GUS,624,GLS,653,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6728TR,"Armless Task Chair with Right Tablet, Upholstered Seat & Back",GUS,624,GLS,949,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6728TL,"Armless Task Chair with Left Tablet, Upholstered Seat & Back",GUS,1318,GLS,949,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6730,"Height Adjustable Task Stool, Polypropylene Seat & Back",GUS,812,GLS,832,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Duet,6731,"Armless Height Adjustable Task Stool, Polypropylene Seat & Back",GUS,812,GLS,762,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6732,"Height Adjustable Task Stool, Upholstered Seat & Polypropylene Back",GUS,718,GLS,934,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6733,"Armless Height Adjustable Task Stool, Upholstered Seat & Polypropylene Back",GUS,903,GLS,860,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6737,"Height Adjustable Task Stool, Upholstered Seat & Back",GUS,812,GLS,988,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6738,"Armless Height Adjustable Task Stool, Upholstered Seat & Back",GUS,997,GLS,913,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6620,"Armchair, Polypropylene Seat & Back",GUS,903,GLS,333,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Duet,6620P,"Armchair with Backpack Rack, Polypropylene Seat & Back",GUS,368,GLS,504,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Duet,6620TR,"Armchair with Right Tablet, Polypropylene Seat & Back",GUS,542,GLS,627,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Duet,6620TL,"Armchair with Left Tablet, Polypropylene Seat & Back",GUS,763,GLS,627,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Duet,6620TRP,"Armchair with Backpack Rack and Right Tablet, Polypropylene Seat & Back",GUS,763,GLS,801,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Duet,6620TLP,"Armchair with Backpack Rack and Left Tablet, Polypropylene Seat & Back",GUS,957,GLS,801,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Duet,6621,"Armless Chair, Polypropylene Seat & Back",GUS,957,GLS,257,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6621G,"Armless Ganging Chair, Polypropylene Seat & Back",GUS,261,GLS,276,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6621P,"Armless Chair with Backpack Rack, Polypropylene Seat & Back",GUS,277,GLS,431,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6621GP,"Armless Ganging Chair with Backpack Rack, Polypropylene Seat & Back",GUS,435,GLS,452,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6621TR,"Armless Chair with Right Tablet, Polypropylene Seat & Back",GUS,447,GLS,554,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6621TL,"Armless Chair with Left Tablet, Polypropylene Seat & Back",GUS,654,GLS,554,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6621TRP,"Armless Chair with Backpack Rack and Right Tablet, Polypropylene Seat & Back",GUS,654,GLS,728,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6621TLP,"Armless Chair with Backpack Rack and Left Tablet, Polypropylene Seat & Back",GUS,850,GLS,728,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6622,"Armchair, Upholstered Seat & Polypropylene Back",GUS,850,GLS,431,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6622P,"Armchair with Backpack Rack, Upholstered Seat & Polypropylene Back",GUS,476,GLS,606,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6622TR,"Armchair with Right Tablet, Upholstered Seat & Polypropylene Back",GUS,656,GLS,728,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6622TL,"Armchair with Left Tablet, Upholstered Seat & Polypropylene Back",GUS,868,GLS,728,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6622TRP,"Armchair with Backpack Rack and Right Tablet, Upholstered Seat & Polypropylene Back",GUS,868,GLS,901,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6622TLP,"Armchair with Backpack Rack and Left Tablet, Upholstered Seat & Polypropylene Back",GUS,1062,GLS,901,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6623,"Armless Chair, Upholstered Seat & Polypropylene Back",GUS,1062,GLS,360,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6623G,"Armless Ganging Chair, Upholstered Seat & Polypropylene Back",GUS,362,GLS,379,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6623P,"Armless Chair with Backpack Rack, Upholstered Seat & Polypropylene Back",GUS,389,GLS,532,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6623GP,"Armless Ganging Chair with Backpack Rack, Upholstered Seat & Polypropylene Back",GUS,539,GLS,553,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6623TR,"Armless Chair with Right Tablet, Upholstered Seat & Polypropylene Back",GUS,565,GLS,653,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6623TL,"Armless Chair with Left Tablet, Upholstered Seat & Polypropylene Back",GUS,759,GLS,653,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6623TRP,"Armless Chair with Backpack Rack and Right Tablet, Upholstered Seat & Polypropylene Back",GUS,759,GLS,828,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6623TLP,"Armless Chair with Backpack Rack and Left Tablet, Upholstered Seat & Polypropylene Back",GUS,954,GLS,828,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6627,"Armchair, Upholstered Seat & Back",GUS,954,GLS,486,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6627P,"Armchair with Backpack Rack, Upholstered Seat & Back",GUS,525,GLS,655,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6627TR,"Armchair with Right Tablet, Upholstered Seat & Back",GUS,706,GLS,779,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6627TL,"Armchair with Left Tablet, Upholstered Seat & Back",GUS,912,GLS,779,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6627TRP,"Armchair with Backpack Rack and Right Tablet, Upholstered Seat & Back",GUS,912,GLS,952,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6627TLP,"Armchair with Backpack Rack and Left Tablet, Upholstered Seat & Back",GUS,1107,GLS,952,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6628,"Armless Chair, Upholstered Seat & Back",GUS,1107,GLS,410,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6628G,"Armless Ganging Chair, Upholstered Seat & Back",GUS,425,GLS,430,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6628P,"Armless Chair with Backpack Rack, Upholstered Seat & Back",GUS,441,GLS,584,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6628GP,"Armless Ganging Chair with Backpack Rack, Upholstered Seat & Back",GUS,609,GLS,603,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6628TR,"Armless Chair with Right Tablet, Upholstered Seat & Back",GUS,626,GLS,706,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6628TL,"Armless Chair with Left Tablet, Upholstered Seat & Back",GUS,799,GLS,706,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6628TRP,"Armless Chair with Backpack Rack and Right Tablet, Upholstered Seat & Back",GUS,799,GLS,880,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6628TLP,"Armless Chair with Backpack Rack and Left Tablet, Upholstered Seat & Back",GUS,999,GLS,880,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6720PB,"Task Chair, Polypropylene Seat & Back, Pedestal Base",GUS,999,GLS,823,Pedestal,With Arms,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Duet,6720TLPB,"Task Chair with Left Tablet, Polypropylene Seat & Back, Pedestal Base",GUS,850,GLS,1116,Pedestal,With Arms,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Duet,6720TRPB,"Task Chair with Right Tablet, Polypropylene Seat & Back, Pedestal Base",GUS,1292,GLS,1116,Pedestal,With Arms,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Duet,6721PB,"Armless Task Chair, Polypropylene Seat & Back, Pedestal Base",GUS,1292,GLS,745,Pedestal,Armless,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Duet,6721TLPB,"Armless Task Chair with Left Tablet, Polypropylene Seat & Back, Pedestal Base",GUS,710,GLS,1040,Pedestal,Armless,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Duet,6721TRPB,"Armless Task Chair with Right Tablet, Polypropylene Seat & Back, Pedestal Base",GUS,1132,GLS,1040,Pedestal,Armless,Pedestal Base,Polypropylene Back,    ,    ,TRUE
Duet,6722PB,"Task Chair, Upholstered Seat & Polypropylene Back, Pedestal Base",GUS,1132,GLS,919,Pedestal,With Arms,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6722TLPB,"Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back, Pedestal Base",GUS,912,GLS,1214,Pedestal,With Arms,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6722TRPB,"Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back, Pedestal Base",GUS,1336,GLS,1214,Pedestal,With Arms,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6723PB,"Armless Task Chair, Upholstered Seat & Polypropylene Back, Pedestal Base",GUS,1336,GLS,847,Pedestal,Armless,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6723TLPB,"Armless Task Chair with Left Tablet, Upholstered Seat & Polypropylene Back, Pedestal Base",GUS,774,GLS,1141,Pedestal,Armless,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6723TRPB,"Armless Task Chair with Right Tablet, Upholstered Seat & Polypropylene Back, Pedestal Base",GUS,1193,GLS,1141,Pedestal,Armless,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6727PB,"Task Chair, Upholstered Seat & Back, Pedestal Base",GUS,1193,GLS,973,Pedestal,With Arms,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6727TLPB,"Task Chair with Left Tablet, Upholstered Seat & Back, Pedestal Base",GUS,1007,GLS,1268,Pedestal,With Arms,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6727TRPB,"Task Chair with Right Tablet, Upholstered Seat & Back, Pedestal Base",GUS,1469,GLS,1268,Pedestal,With Arms,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6728PB,"Armless Task Chair, Upholstered Seat & Back, Pedestal Base",GUS,1469,GLS,898,Pedestal,Armless,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6728TLPB,"Armless Task Chair with Left Tablet, Upholstered Seat & Back, Pedestal Base",GUS,866,GLS,1191,Pedestal,Armless,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6728TRPB,"Armless Task Chair with Right Tablet, Upholstered Seat & Back, Pedestal Base",GUS,1318,GLS,1191,Pedestal,Armless,Pedestal Base,Upholstered Back,    ,    ,TRUE
Duet,6630,"Bar Stool with Arms, Polypropylene Seat & Back",GUS,1318,GLS,539,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Duet,6631,"Armless Bar Stool, Polypropylene Seat & Back",GUS,641,GLS,467,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6632,"Bar Stool with Arms, Upholstered Seat & Polypropylene Back ",GUS,477,GLS,641,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6633,"Armless Bar Stool, Upholstered Seat & Polypropylene Back",GUS,739,GLS,565,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6637,"Bar Stool with Arms, Upholstered Seat & Back ",GUS,571,GLS,693,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6638,"Armless Bar Stool, Upholstered Seat & Back",GUS,781,GLS,620,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6660,"Counter Stool with Arms, Polypropylene Seat & Back",GUS,670,GLS,504,Stools,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Duet,6661,"Armless Counter Stool, Polypropylene Seat & Back",GUS,641,GLS,431,Stools,Armless,    ,Polypropylene Back,    ,    ,TRUE
Duet,6662,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",GUS,477,GLS,606,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6663,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",GUS,739,GLS,532,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Duet,6667,"Counter Stool with Arms, Upholstered Seat & Back",GUS,571,GLS,655,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Duet,6668,"Armless Counter Stool, Upholstered Seat & Back",GUS,781,GLS,584,Stools,Armless,    ,Upholstered Back,    ,    ,TRUE
Sidero,6900,Armchair ,GUS,670,GLS,455,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6900TL,Armchair with Left Tablet,GUS,588,GLS,725,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6900TR,Armchair with Right Tablet,,,GLS,725,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6900C,"Armchair, Casters",G05,670,GLS,545,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6900CTL,"Armchair with Left Tablet, Casters",GUS,670,GLS,814,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6900CTR,"Armchair with Right Tablet, Casters",,,GLS,814,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6901,Side Chair,GUS,531,GLS,424,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6901TL,Side Chair with Left Tablet,GUS,531,GLS,692,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6901TR,Side Chair with Right Tablet,,,GLS,692,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6901C,"Side Chair, Casters",G05,637,GLS,514,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6901CTL,"Side Chair with Left Tablet, Casters",GUS,637,GLS,783,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6901CTR,"Side Chair with Right Tablet, Casters",,,GLS,783,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Sidero,6909,"Armless Chair, 13"" High Seat",GUS,476,GLS,401,Side Chair,Armless,    ,    ,    ,    ,TRUE
Sidero,6902,"Armchair, Sled Base",GUS,476,GLS,555,Side Chair,With Arms,Sled Base,    ,    ,    ,TRUE
Sidero,6903,"Side Chair, Sled Base",GUS,735,GLS,528,Side Chair,With Arms,Sled Base,    ,    ,    ,TRUE
Sidero,6904,Counter Stool with Arms,GUS,682,GLS,620,Stools,With Arms,    ,    ,    ,    ,TRUE
Sidero,6905,Armless Counter Stool,GUS,795,GLS,590,Stools,Armless,    ,    ,    ,    ,TRUE
Sidero,6906,Bar Stool with Arms,GUS,733,GLS,653,Stools,With Arms,    ,    ,    ,    ,TRUE
Sidero,6907,Armless Bar Stool,GUS,831,GLS,621,Stools,Armless,    ,    ,    ,    ,TRUE
Jeo,8433-4,Swivel Tilter Chair,GUS,750,GLS,1295,Side Chair,With Arms,    ,    ,    ,Tilter,TRUE
Jeo,8434,"Self-Centering Lounge Chair, Pedestal Base",GUS,1591,GLS,1945,Side Chair,With Arms,Pedestal Base,    ,    ,    ,TRUE
Jeo,8437,Armchair ,GUS,2345,GLS,1432,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Mayne,8335T,"Armchair, Upholstered Back",GUS,1549,GLS,1129,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Mayne,8336T,"Armchair, Vertical Wood Slat Back",GUS,1042,GLS,1107,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Caprice,3365,Armchair ,GUS,1079,GLS,573,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Caprice,3365C,"Armchair, Casters",GUS,890,GLS,657,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Caprice,3369,Bar Stool,GUS,1035,GLS,788,Stools,With Arms,    ,    ,    ,    ,TRUE
Beach,4077,Armchair with Upholstered Back,GUS,1125,GLS,746,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Beach,4078,"Armchair, Vertical Wood Slat Back",GUS,894,GLS,746,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Diplomat,2105,Armchair ,GUS,939,GLS,576,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Diplomat,2108,"Side Chair, Armless",GUS,756,GLS,478,Side Chair,Armless,    ,    ,    ,    ,TRUE
Diplomat,2109,"Bar Height Stool, Armless",GUS,536,GLS,556,Stools,Armless,    ,    ,    ,    ,TRUE
Twilight,2194C,"Armchair with Casters, Upholstered Back",GUS,773,GLS,489,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Twilight,2194WS,"Armchair, Upholstered Back",GUS,758,GLS,415,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Twilight,2195WS,"Armless Chair, Upholstered Back",GUS,671,GLS,348,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Twilight,2196,"Bar Stool, Upholstered Back",GUS,583,GLS,568,Stools,With Arms,    ,Upholstered Back,    ,    ,TRUE
Twilight,2198WS,"Armchair, Wood Veneer Back",GUS,954,GLS,430,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Twilight,2199,"Armless Chair, Wood Veneer Back",GUS,710,GLS,,Side Chair,Armless,    ,    ,    ,    ,TRUE
Twilight,2199C,"Armless Chair with Casters, Wood Veneer Back",GUS,597,GLS,444,Side Chair,Armless,    ,    ,    ,    ,TRUE
Comet,2171WS,Stacking Armchair,GUS,634,GLS,322,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Comet,2172WS,"Stacking Chair, Armless",GUS,412,GLS,248,Side Chair,Armless,    ,    ,    ,    ,TRUE
Islands,4075,"Armchair, Upholstered Back",GUS,327,GLS,785,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Islands,4076,"Armchair, Horizontal Wood Slat Back",GUS,963,GLS,850,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Layne,8520T,"Upholstered Chair, Armless",GUS,1021,GLS,1078,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Layne,8521T,Fully Upholstered Armchair,GUS,863,GLS,1249,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Layne,8522T,"Upholstered Armchair, Picture Frame Back",GUS,930,GLS,1356,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Layne,8525T,Upholstered Armchair,GUS,1052,GLS,1302,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Layne,8526T,"Upholstered Armchair, Wood Back",GUS,982,GLS,1349,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Erin,GC36530,"Armless Chair, Wood Legs",GUS,1020,GC1,1509,Side Chair,Armless,    ,    ,    ,    ,TRUE
Erin,GC36532,"Armchair, Wood Legs",GUS,1892,GC1,1509,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Erin,GC36531,"Armless Chair, Metal Legs",GUS,1892,GC1,1428,Side Chair,Armless,    ,    ,    ,    ,TRUE
Erin,GC36533,"Armchair, Metal Legs",GUS,1801,GC1,1428,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Calidon,GC36301,"Guest Single Seater, Wood Arms",GUS,1801,GC1,1109,Lounge,With Arms,    ,    ,    ,    ,TRUE
Calidon,GC36302,"Guest Two Seater, Wood Arms & Full Center Arm",GUS,1195,GC1,2191,Lounge,With Arms,    ,    ,    ,    ,TRUE
Calidon,GC36303,"Guest Three Seater, Wood Arms & Full Center",GUS,2211,GC1,3067,Lounge,With Arms,    ,    ,    ,    ,TRUE
Calidon,GC36304,"Guest Bariatric, Wood Arms",GUS,3255,GC1,1617,Lounge,With Arms,    ,    ,    ,    ,TRUE
Calidon,GC36305,"Lounge Single Seater, Wood Arms",GUS,1827,GC1,1576,Lounge,With Arms,    ,    ,    ,    ,TRUE
Calidon,GC36306,"Lounge Two Seater, Wood Arms",GUS,1670,GC1,2190,Lounge,With Arms,    ,    ,    ,    ,TRUE
Calidon,GC36307,"Lounge Three Seater, Wood Arms",GUS,2348,GC1,2608,Lounge,With Arms,    ,    ,    ,    ,TRUE
Calidon,GC36308,"Lounge Single Seater, Fully Upholstered Arms",GUS,2936,GC1,1713,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
Calidon,GC36309,"Lounge Two Seater, Fully Upholstered Arms",GUS,1893,GC1,2217,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
Calidon,GC36310,"Lounge Three Seater, Fully Upholstered Arms",GUS,2545,GC1,2875,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
Calidon,GC36311,Single Seat Bench,GUS,3196,GC1,1339,Bench,Armless,    ,    ,No Back,    ,TRUE
Calidon,GC36312,Two Seat Bench,GUS,1279,GC1,1953,Bench,Armless,    ,    ,No Back,    ,TRUE
Calidon,GC36313,Three Seat Bench,GUS,2023,GC1,2275,Bench,Armless,    ,    ,No Back,    ,TRUE
Zoma,6656,Armchair,GUS,2414,GLS,486,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Zoma,6657,Side Chair,GUS,616,GLS,454,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Rambler,RA2222SQ,"Square Bench, 22""W x 22""D",GUS,562,GLS,610,Bench,Armless,    ,    ,No Back,    ,TRUE
Rambler,RA2626SQ,"Square Bench, 26.5""W x 26.5""D",GUS,716,GLS,655,Bench,Armless,    ,    ,No Back,    ,TRUE
Rambler,RA3939SQ,"Square Bench, 39""W x 39""D",GUS,796,GLS,1125,Bench,Armless,    ,    ,No Back,    ,TRUE
Rambler,RA2639RE,"Rectangular Bench, 39.5""W x 26.5""D",GUS,1198,GLS,870,Bench,Armless,    ,    ,No Back,    ,TRUE
Rambler,RA2652RE,"Rectangular Bench, 52.5""W x 26.5""D",GUS,1062,GLS,1105,Bench,Armless,    ,    ,No Back,    ,TRUE
Rambler,RA2626TR,"Trapezoid Bench, 27.5""W x 27.5""D",GUS,1186,GLS,655,Bench,Armless,    ,    ,No Back,    ,TRUE
Rambler,RA2639TR,"Trapezoid Bench, 39""W x 26""D",GUS,796,GLS,870,Bench,Armless,    ,    ,No Back,    ,TRUE
Rambler,RA2652TR,"Trapezoid Bench, 52""W x 26.5""D",GUS,1062,GLS,1105,Bench,Armless,    ,    ,No Back,    ,TRUE
River,7746,"Personal Harbor, Standard Back",GUS,1186,GLS,3124,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7747,"Personal Harbor, High Back",GUS,3866,GLS,4397,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7748,"Personal Harbor, Extended Back",GUS,5435,GLS,4946,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7701,"Lounge Chair Standard Back, Left & Right Arms",GUS,6114,GLS,1920,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7701L,"Lounge Chair Standard Back, Left Arm",GUS,2631,GLS,1676,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7701NA,"Lounge Chair Standard Back, Armless",GUS,2225,GLS,1432,Lounge,Armless,    ,    ,    ,    ,TRUE
River,7701R,"Lounge Chair Standard Back, Right Arm",GUS,1807,GLS,1676,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7704,"Two-Seat Sofa Standard Back, Left & Right Arms",GUS,2225,GLS,2702,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7704L,"Two-Seat Sofa Standard Back, Left Arm",GUS,3636,GLS,2460,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7704NA,"Two-Seat Sofa Standard Back, Armless",GUS,3235,GLS,2217,Lounge,Armless,    ,    ,    ,    ,TRUE
River,7704R,"Two-Seat Sofa Standard Back, Right Arm",GUS,2820,GLS,2460,Lounge,With Arms,    ,    ,    ,    ,TRUE
